iter	Logloss
189	0.3240887954
190	0.324069442
191	0.3240563389
192	0.3240485176
193	0.3240382596
194	0.3240278133
195	0.3240102478
196	0.3239964321
197	0.3239791098
198	0.3239747372
199	0.323962743
200	0.3239504693
201	0.3239344003
202	0.3239264551
203	0.323909671
204	0.3238973693
205	0.3238892574
206	0.3238839162
207	0.3238691993
208	0.3238600439
209	0.3238534874
210	0.3238497208
211	0.3238334587
212	0.3238217878
213	0.3238078259
214	0.3238011369
215	0.3237966726
216	0.3237848424
217	0.3237765885
218	0.3237725808
219	0.3237627698
220	0.3237549336
221	0.3237505644
222	0.3237435421
223	0.3237334961
224	0.3237229233
225	0.3237097115
226	0.3237020599
227	0.3236913908
228	0.3236739872
229	0.3236648175
230	0.3236481901
231	0.323636105
232	0.3236295345
233	0.3236263386
234	0.3236192652
235	0.3236120873
236	0.3236049198
237	0.3235976115
238	0.3235880342
239	0.3235821617
240	0.3235748981
241	0.3235669384
242	0.3235577262
243	0.3235459076
244	0.3235384709
245	0.3235281583
246	0.3235213413
247	0.3235157078
248	0.3235090316
249	0.323495957
250	0.323486651
251	0.3234797039
252	0.3234725196
253	0.3234601763
254	0.323443984
255	0.3234336985
256	0.3234235439
257	0.3234187005
258	0.3234093232
259	0.3234022356
260	0.323394947
261	0.3233874266
262	0.323380509
263	0.3233681849
264	0.3233617824
265	0.323357208
266	0.3233426504
267	0.3233372543
268	0.323329129
269	0.3233206093
270	0.3233143936
271	0.3233006572
272	0.3232903084
273	0.3232777996
274	0.3232689187
275	0.3232641218
276	0.3232535861
277	0.3232511133
278	0.3232410081
279	0.3232359303
280	0.3232276602
281	0.3232134205
282	0.3232063711
283	0.3232046611
284	0.3231964271
285	0.3231907707
286	0.3231774105
287	0.3231681128
288	0.3231570582
289	0.3231546431
290	0.3231441697
291	0.3231379027
292	0.3231283036
293	0.3231225713
294	0.3231200997
295	0.3231072659
296	0.3231002876
297	0.3230883974
298	0.323079735
299	0.3230762442
300	0.3230693445
301	0.3230601282
302	0.3230561638
303	0.3230464279
304	0.3230390773
305	0.3230285856
306	0.3230228648
307	0.3229863055
308	0.3229748526
309	0.3229650474
310	0.3229558323
311	0.3229483081
312	0.3229391946
313	0.3229276867
314	0.3229217355
315	0.3229169595
316	0.3229123239
317	0.322904366
318	0.3228955705
319	0.3228904752
320	0.3228814287
321	0.3228728586
322	0.322866474
323	0.3228583751
324	0.322852516
325	0.3228497814
326	0.3228400685
327	0.3228340459
328	0.3228248396
329	0.322822262
330	0.3228102596
331	0.3227988601
332	0.3227910257
333	0.3227835104
334	0.3227797529
335	0.3227737163
336	0.3227615738
337	0.3227528812
338	0.322739115
339	0.3227343856
340	0.3227318467
341	0.3227253588
342	0.3227212528
343	0.3227144992
344	0.3227083414
345	0.3226993836
346	0.3226962798
347	0.3226894696
348	0.3226839914
349	0.3226749076
350	0.322664535
351	0.3226590599
352	0.322651571
353	0.3226411918
354	0.3226386009
355	0.3226293777
356	0.3226178144
357	0.3226130014
358	0.3226097713
359	0.3225983778
360	0.3225928248
361	0.3225811202
362	0.3225743376
363	0.3225722167
364	0.3225649763
365	0.3225535778
366	0.322543992
367	0.322532025
368	0.3225274013
369	0.3225203368
370	0.3225133985
371	0.3225056231
372	0.3225003108
373	0.322492484
374	0.3224832759
375	0.3224823559
376	0.3224761373
377	0.3224693331
378	0.3224615001
379	0.3224516504
380	0.3224448391
381	0.3224413619
382	0.3224331932
383	0.3224261838
384	0.3224221688
385	0.3224128426
386	0.3224044226
387	0.3224008007
388	0.322393256
389	0.3223838858
390	0.3223802648
391	0.3223762143
392	0.3223699172
393	0.3223657948
394	0.3223588817
395	0.3223526066
396	0.322348594
397	0.3223411077
398	0.3223363114
399	0.322328801
400	0.3223195609
401	0.3223121039
402	0.322305386
403	0.3223008884
404	0.3222959066
405	0.3222897647
406	0.3222840477
407	0.3222782579
408	0.3222725885
409	0.3222694002
410	0.3222630979
411	0.3222579179
412	0.3222516068
413	0.3222442204
414	0.3222430791
415	0.3222366606
416	0.3222300379
417	0.3222231075
418	0.32221648
419	0.322207709
420	0.3222014649
421	0.3221928611
422	0.3221885613
423	0.3221833208
424	0.3221807372
425	0.3221733502
426	0.3221705634
427	0.3221602364
428	0.3221557038
429	0.322150995
430	0.3221458371
431	0.3221411114
432	0.3221378642
433	0.3221294119
434	0.322122841
435	0.3221137194
436	0.3221076271
437	0.3221027393
438	0.3220938009
439	0.3220888315
440	0.3220861193
441	0.322079555
442	0.3220771855
443	0.3220681566
444	0.3220622699
445	0.3220588555
446	0.3220490141
447	0.322045113
448	0.3220390761
449	0.3220328256
450	0.3220270833
451	0.3220257351
452	0.3220199691
453	0.3220100706
454	0.3220023976
455	0.3219956624
456	0.321994632
457	0.3219892017
458	0.3219836766
459	0.3219788074
460	0.3219727351
461	0.321965167
462	0.3219611349
463	0.3219590169
464	0.3219540602
465	0.3219527982
466	0.3219499328
467	0.321944006
468	0.321940476
469	0.3219331875
470	0.3219271979
471	0.3219215038
472	0.321906461
473	0.3219055788
474	0.3219023245
475	0.3218941411
476	0.3218897462
477	0.3218858997
478	0.3218811834
479	0.3218758102
480	0.321870397
481	0.3218644172
482	0.3218592796
483	0.321855346
484	0.3218519449
485	0.3218450973
486	0.3218381734
487	0.3218338501
488	0.321828423
489	0.321823534
490	0.3218223125
491	0.3218147044
492	0.3218139082
493	0.3218114564
494	0.3218067558
495	0.321789812
496	0.3217853523
497	0.3217770632
498	0.3217716955
499	0.3217684136
