iter	Passed	Remaining
210	282452	386865
211	283614	385287
212	284760	383691
213	285923	382122
214	287160	380654
215	288524	379356
216	289850	378007
217	290998	376429
218	292278	375023
219	293635	373718
220	294850	372232
221	296065	370748
222	297390	369404
223	298628	367953
224	299933	366585
225	301344	365346
226	302524	363828
227	303713	362324
228	305081	361035
229	306643	359973
230	308221	358924
231	309457	357477
232	310909	356278
233	312151	354839
234	313496	353516
235	314684	352019
236	316078	350753
237	317474	349489
238	318602	347930
239	319802	346452
240	321106	345089
241	322865	344212
242	324161	342837
243	325552	341563
244	326722	340058
245	327993	338659
246	329373	337374
247	330612	335945
248	331969	334636
249	333328	333328
250	334654	331987
251	335846	330515
252	337457	329454
253	338836	328164
254	340269	326925
255	341564	325553
256	342864	324187
257	344210	322864
258	345424	321418
259	346793	320116
260	348104	318762
261	349314	317315
262	350514	315863
263	351838	314522
264	353432	313421
265	354536	311885
266	355916	310593
267	357064	309100
268	358334	307715
269	359716	306425
270	361164	305190
271	362325	303713
272	363678	302399
273	364760	300860
274	365939	299404
275	367496	298257
276	368812	296914
277	370171	295604
278	371433	294218
279	372514	292689
280	373808	291331
281	375157	290015
282	376377	288600
283	377821	287357
284	379160	286033
285	380418	284648
286	381694	283278
287	383271	282130
288	384573	280778
289	385765	279347
290	387161	278064
291	388307	276602
292	389595	275243
293	390909	273902
294	392181	272533
295	393624	271281
296	394764	269822
297	396039	268456
298	397536	267240
299	398943	265962
300	400253	264619
301	401424	263185
302	402619	261769
303	403812	260353
304	405233	259083
305	406547	257746
306	407863	256409
307	409391	255205
308	410595	253798
309	411747	252361
310	413177	251094
311	414343	249668
312	415632	248317
313	416781	246883
314	418194	245606
315	419339	244172
316	420593	242803
317	421720	241362
318	422969	239992
319	424509	238786
320	425673	237369
321	426952	236017
322	428440	234780
323	429630	233379
324	430984	232068
325	432143	230653
326	433402	229292
327	434486	227840
328	435749	226483
329	437031	225137
330	438144	223705
331	439464	222379
332	440786	221055
333	441929	219641
334	443346	218364
335	444505	216961
336	445744	215597
337	447026	214255
338	448388	212951
339	449426	211494
340	450681	210141
341	451735	208696
342	453136	207412
343	454298	206019
344	455653	204713
345	457021	203414
346	458836	202311
347	460101	200964
348	461263	199572
349	462641	198274
350	464053	196991
351	465202	195596
352	466507	194267
353	467547	192830
354	468661	191425
355	470036	190127
356	471210	188748
357	472662	187480
358	473932	186140
359	475371	184866
360	476814	183593
361	478248	182315
362	479528	180978
363	480845	179656
364	482163	178334
365	483298	176945
366	484635	175630
367	486068	174350
368	487596	173103
369	488925	171784
370	490270	170471
371	491662	169174
372	492916	167829
373	494223	166503
374	495529	165176
375	496828	163847
376	498041	162490
377	499326	161158
378	500506	159792
379	501646	158414
380	503242	157180
381	504552	155856
382	505683	154477
383	507002	153156
384	508173	151792
385	509928	150600
386	511462	149341
387	513025	148089
388	514315	146758
389	515710	145456
390	517858	144364
391	519440	143111
392	520830	141803
393	522363	140534
394	523719	139216
395	525246	137943
396	526790	136673
397	528353	135407
398	529788	134106
399	531303	132825
400	532906	131565
401	534342	130262
402	535912	128991
403	537411	127701
404	538932	126416
405	540343	125104
406	541670	123772
407	543160	122477
408	544645	121180
409	545995	119852
410	547876	118640
411	549287	117323
412	550627	115991
413	552276	114724
414	553803	113429
415	555099	112087
416	556584	110783
417	558144	109492
418	559698	108199
419	561199	106895
420	562773	105603
421	564193	104282
422	565846	103002
423	567445	101712
424	569032	100417
425	570605	99119
426	572015	97791
427	573438	96466
428	575030	95168
429	576463	93842
430	578373	92593
431	579850	91272
432	581656	90002
433	583182	88686
434	584681	87366
435	586196	86047
436	587807	84741
437	589156	83396
438	590690	82077
439	592135	80745
440	593891	79454
441	595146	78096
442	596723	76779
443	598281	75458
444	599883	74142
445	601125	72782
446	602787	71471
447	604255	70136
448	605732	68802
449	607124	67458
450	608892	66154
451	610457	64827
452	611953	63491
453	613577	62168
454	614959	60820
455	616444	59481
456	617962	58145
457	619310	56792
458	620651	55439
459	621887	54077
460	623763	52769
461	625119	51416
462	626638	50076
463	628043	48727
464	629471	47379
465	630932	46033
466	632263	44678
467	633627	43324
468	634931	41967
469	636271	40613
470	637871	39274
471	639415	37931
472	641134	36597
473	642629	35249
474	644206	33905
475	645530	32547
476	646779	31186
477	648220	29834
478	649663	28482
479	651153	27131
480	653422	25810
481	655374	24474
482	656915	23121
483	658704	21775
484	660203	20418
485	661622	19059
486	663104	17700
487	664541	16341
488	665831	14977
489	667240	13617
490	669060	12263
491	670730	10906
492	672242	9545
493	673695	8182
494	675180	6820
495	676811	5458
496	678310	4094
497	679890	2730
498	681349	1365
499	683124	0
