iter	Logloss
265	0.3243035968
266	0.324295575
267	0.3242821565
268	0.3242571321
269	0.3242489784
270	0.3242330935
271	0.3242185174
272	0.3242014759
273	0.3241874724
274	0.3241820291
275	0.3241770907
276	0.3241631406
277	0.3241570587
278	0.3241424774
279	0.3241273364
280	0.3241225538
281	0.3241153905
282	0.3241054393
283	0.3240926459
284	0.3240756799
285	0.3240668711
286	0.3240439206
287	0.3240319991
288	0.3240132676
289	0.3240025065
290	0.3239936096
291	0.323983974
292	0.3239760844
293	0.3239611846
294	0.3239559933
295	0.3239487849
296	0.3239385799
297	0.3239252089
298	0.3239170633
299	0.3239043388
300	0.323895378
301	0.3238831114
302	0.3238686476
303	0.323850616
304	0.3238413887
305	0.3238288543
306	0.3238231899
307	0.3238181638
308	0.3238136368
309	0.3237998515
310	0.3237810535
311	0.3237727608
312	0.3237608817
313	0.3237503921
314	0.3237374523
315	0.3237270228
316	0.3237203321
317	0.3237164051
318	0.3237113567
319	0.3237070783
320	0.3236862387
321	0.3236761151
322	0.3236614066
323	0.3236576984
324	0.3236285482
325	0.3236186705
326	0.3236049505
327	0.3235920063
328	0.323585817
329	0.3235776873
330	0.323563908
331	0.3235491581
332	0.3235385091
333	0.3235172175
334	0.3235102541
335	0.3234982056
336	0.3234762586
337	0.3234649815
338	0.3234607682
339	0.3234530371
340	0.3234252196
341	0.3234206543
342	0.323401058
343	0.3233913855
344	0.3233758601
345	0.3233655972
346	0.3233560157
347	0.3233448975
348	0.3233344684
349	0.3233287363
350	0.3233194953
351	0.3233082797
352	0.3233047431
353	0.3232931465
354	0.3232824284
355	0.3232663087
356	0.3232620827
357	0.3232493731
358	0.3232388697
359	0.3232218994
360	0.323201059
361	0.3231878913
362	0.3231719527
363	0.3231664703
364	0.323138278
365	0.323116938
366	0.323107909
367	0.3231033681
368	0.3230987789
369	0.3230895098
370	0.3230848229
371	0.3230601588
372	0.3230543892
373	0.3230508583
374	0.3230450083
375	0.3230403137
376	0.32302694
377	0.3230215221
378	0.3229914713
379	0.3229833833
380	0.3229696633
381	0.322960371
382	0.3229433819
383	0.3229171073
384	0.3229098366
385	0.3229053385
386	0.3228905882
387	0.322884326
388	0.3228750833
389	0.3228581008
390	0.3228440695
391	0.3228333769
392	0.322823928
393	0.3228101756
394	0.3228028179
395	0.3227930717
396	0.3227785607
397	0.322752434
398	0.3227470735
399	0.3227259602
400	0.3227229271
401	0.3227093045
402	0.3226976401
403	0.3226839643
404	0.3226783208
405	0.3226726372
406	0.3226557881
407	0.3226432713
408	0.3226327609
409	0.3226190541
410	0.322604057
411	0.3225810375
412	0.322569618
413	0.3225566318
414	0.322548987
415	0.3225368097
416	0.3225244123
417	0.322516004
418	0.3225017226
419	0.3224939747
420	0.3224668256
421	0.322459189
422	0.3224329131
423	0.3224248711
424	0.3224164776
425	0.3224082081
426	0.3224028656
427	0.3223969107
428	0.3223772531
429	0.3223675359
430	0.3223588802
431	0.3223428436
432	0.3223345018
433	0.3223292439
434	0.3223189381
435	0.3223083907
436	0.3223028222
437	0.3222979365
438	0.3222864439
439	0.3222779107
440	0.3222721911
441	0.3222668501
442	0.3222558048
443	0.3222306771
444	0.3222290152
445	0.3222180066
446	0.3221914556
447	0.3221885155
448	0.3221818729
449	0.3221783195
450	0.3221719526
451	0.322166
452	0.3221585103
453	0.3221536866
454	0.3221391619
455	0.3221337401
456	0.3221297391
457	0.3221243589
458	0.3221194534
459	0.3221031716
460	0.3220859113
461	0.322083447
462	0.3220745377
463	0.3220644036
464	0.3220599546
465	0.3220501504
466	0.3220449274
467	0.322038454
468	0.3220295587
469	0.322005424
470	0.3219904549
471	0.321972925
472	0.3219703564
473	0.3219636721
474	0.3219487108
475	0.3219420448
476	0.3219393401
477	0.3219276624
478	0.3219136665
479	0.3219122446
480	0.3219082566
481	0.3219058836
482	0.3218951593
483	0.3218927808
484	0.3218880729
485	0.3218784242
486	0.3218552473
487	0.321849464
488	0.3218432376
489	0.3218348764
490	0.3218298453
491	0.3218097792
492	0.3218013403
493	0.3217973151
494	0.3217909337
495	0.3217758213
496	0.3217666077
497	0.3217519086
498	0.3217378653
499	0.321727736
